citation,pmid
"1. Shields DJ, Lehner R, Agellon LB, Vance DE. Membrane topography of human phosphatidylethanolamine N-methyltransferase. J Biol Chem. 2003 Jan 31;278(5):2956–62. 
",12431977
1. Jakubowski H. Molecular basis of homocysteine toxicity in humans. Cell Mol Life Sci. 2004 Feb;61(4):470–87. 
,14999406
1. Basu S. Isoprostanes: novel bioactive products of lipid peroxidation. Free Radic Res. 2004 Feb;38(2):105–22. 
,15104204
"1. Taki T, Kanfer JN. Phospholipase D from rat brain. Methods Enzymol. 1981;71 Pt C:746–50. 
",7278682
"1. Huijghebaert SM, Hofmann AF. Influence of the amino acid moiety on deconjugation of bile acid amidates by cholylglycine hydrolase or human fecal cultures. J Lipid Res. 1986 Jul;27(7):742–52. 
",2876046
"1. Remoli ME, Ragimbeau J, Giacomini E, Gafa V, Severa M, Lande R, et al. NF-{kappa}B is required for STAT-4 expression during dendritic cell maturation. J Leukoc Biol. 2007 Jan;81(1):355–63. 
",17046972
"1. Doo Y-C, Han S-J, Park W-J, Kim S-M, Choi S-H, Cho G-Y, et al. Associations between C-reactive protein and circulating cell adhesion molecules in patients with unstable angina undergoing coronary intervention and their clinical implication. Clin Cardiol. 2005 Jan;28(1):47–51. 
",15704532
"1. Hoey L, Strain JJ, McNulty H. Studies of biomarker responses to intervention with vitamin B-12: a systematic review of randomized controlled trials. Am J Clin Nutr. 2009 Jun;89(6):1981S-1996S. 
",19403638
1. Itabe H. Oxidative modification of LDL: its pathological role in atherosclerosis. Clin Rev Allergy Immunol. 2009 Aug;37(1):4–11. 
,18987785
"1. Baker CH, Matsuda SP, Liu DR, Corey EJ. Molecular cloning of the human gene encoding lanosterol synthase from a liver cDNA library. Biochem Biophys Res Commun. 1995 Aug 4;213(1):154–60. 
",7639730
"1. Izzo AA, Piscitelli F, Capasso R, Marini P, Cristino L, Petrosino S, et al. Basal and fasting/refeeding-regulated tissue levels of endogenous PPAR-alpha ligands in Zucker rats. Obesity (Silver Spring). 2010 Jan;18(1):55–62. 
",19521349
1. Whanger PD. Selenoprotein W: a review. Cell Mol Life Sci. 2000 Dec;57(13–14):1846–52. 
,11215511
1. Kim Y-I. Role of the MTHFR polymorphisms in cancer risk modification and treatment. Future Oncol. 2009 May;5(4):523–42. 
,19450180
1. Kim Y-I. Role of the MTHFR polymorphisms in cancer risk modification and treatment. Future Oncol. 2009 May;5(4):523–42. 
,19450180
"1. Needleman P, Raz A, Minkes MS, Ferrendelli JA, Sprecher H. Triene prostaglandins: prostacyclin and thromboxane biosynthesis and unique biological properties. Proc Natl Acad Sci U S A. 1979 Feb;76(2):944–8. 
",218223
"1. Nava VE, Lacana E, Poulton S, Liu H, Sugiura M, Kono K, et al. Functional characterization of human sphingosine kinase-1. FEBS Lett. 2000 May 4;473(1):81–4. 
",10802064
"1. Ho AWY, Wong CK, Lam CWK. Tumor necrosis factor-alpha up-regulates the expression of CCL2 and adhesion molecules of human proximal tubular epithelial cells through MAPK signaling pathways. Immunobiology. 2008;213(7):533–44. 
",18656701
"1. Collart MA, Baeuerle P, Vassalli P. Regulation of tumor necrosis factor alpha transcription in macrophages: involvement of four kappa B-like motifs and of constitutive and inducible forms of NF-kappa B. Mol Cell Biol. 1990 Apr;10(4):1498–506. 
",2181276
"1. Collart MA, Baeuerle P, Vassalli P. Regulation of tumor necrosis factor alpha transcription in macrophages: involvement of four kappa B-like motifs and of constitutive and inducible forms of NF-kappa B. Mol Cell Biol. 1990 Apr;10(4):1498–506. 
",2181276
1. Marnett LJ. Lipid peroxidation-DNA damage by malondialdehyde. Mutat Res. 1999 Mar 8;424(1–2):83–95. 
,10064852
"1. Minkes M, Stanford N, Chi MM, Roth GJ, Raz A, Needleman P, et al. Cyclic adenosine 3’,5’-monophosphate inhibits the availability of arachidonate to prostaglandin synthetase in human platelet suspensions. J Clin Invest. 1977 Mar;59(3):449–54. 
",190267
"1. Draus E, Niefind J, Vietor K, Havsteen B. Isolation and characterization of the human liver ethanolamine kinase. Biochim Biophys Acta. 1990 Aug 6;1045(3):195–204. 
",2167130
"1. Grumolato L, Ghzili H, Montero-Hadjadje M, Gasman S, Lesage J, Tanguy Y, et al. Selenoprotein T is a PACAP-regulated gene involved in intracellular Ca2+ mobilization and neuroendocrine secretion. FASEB J. 2008 Jun;22(6):1756–68. 
",18198219
1. Traber MG. Vitamin E regulatory mechanisms. Annu Rev Nutr. 2007;27:347–62. 
,17439363
1. Traber MG. Vitamin E regulatory mechanisms. Annu Rev Nutr. 2007;27:347–62. 
,17439363
"1. Arnér ES, Nordberg J, Holmgren A. Efficient reduction of lipoamide and lipoic acid by mammalian thioredoxin reductase. Biochem Biophys Res Commun. 1996 Aug 5;225(1):268–74. 
",8769129
"1. Bates CJ, Thane CW, Prentice A, Delves HT. Selenium status and its correlates in a British national diet and nutrition survey: people aged 65 years and over. J Trace Elem Med Biol. 2002;16(1):1–8. 
",11878747
"1. Barth E, Albuszies G, Baumgart K, Matejovic M, Wachter U, Vogt J, et al. Glucose metabolism and catecholamines. Crit Care Med. 2007 Sep;35(9 Suppl):S508-18. 
",17713401
"1. Karthikeyan S, Zhou Q, Osterman AL, Zhang H. Ligand binding-induced conformational changes in riboflavin kinase: structural basis for the ordered mechanism. Biochemistry. 2003 Nov 4;42(43):12532–8. 
",14580199
"1. Banning A, Florian S, Deubel S, Thalmann S, Müller-Schmehl K, Jacobasch G, et al. GPx2 counteracts PGE2 production by dampening COX-2 and mPGES-1 expression in human colon cancer cells. Antioxid Redox Signal. 2008 Sep;10(9):1491–500. 
",18479189
"1. Aksoy E, Vanden Berghe W, Detienne S, Amraoui Z, Fitzgerald KA, Haegeman G, et al. Inhibition of phosphoinositide 3-kinase enhances TRIF-dependent NF-kappa B activation and IFN-beta synthesis downstream of Toll-like receptor 3 and 4. Eur J Immunol. 2005 Jul;35(7):2200–9. 
",15940673
"1. Isseroff RR, Ziboh VA, Chapkin RS, Martinez DT. Conversion of linoleic acid into arachidonic acid by cultured murine and human keratinocytes. J Lipid Res. 1987 Nov;28(11):1342–9. 
",2448410
"1. Isseroff RR, Ziboh VA, Chapkin RS, Martinez DT. Conversion of linoleic acid into arachidonic acid by cultured murine and human keratinocytes. J Lipid Res. 1987 Nov;28(11):1342–9. 
",2448410
"1. Jackowski S, Fagone P. CTP: Phosphocholine cytidylyltransferase: paving the way from gene to membrane. J Biol Chem. 2005 Jan 14;280(2):853–6. 
",15536089
1. Eklund CM. Proinflammatory cytokines in CRP baseline regulation. Adv Clin Chem. 2009;48:111–36. 
,19803417
"1. Huerta C, Borek D, Machius M, Grishin NV, Zhang H. Structure and mechanism of a eukaryotic FMN adenylyltransferase. J Mol Biol. 2009 Jun 5;389(2):388–400. 
",19375431
"1. Mayer O Jr, Simon J, Rosolová H, Hromádka M, Subrt I, Vobrubová I. The effects of folate supplementation on some coagulation parameters and oxidative status surrogates. Eur J Clin Pharmacol. 2002 Apr;58(1):1–5. 
",11956665
"1. Wilson A, Platt R, Wu Q, Leclerc D, Christensen B, Yang H, et al. A common variant in methionine synthase reductase combined with low cobalamin (vitamin B12) increases risk for spina bifida. Mol Genet Metab. 1999 Aug;67(4):317–23. 
",10444342
"1. Wang L-H, Kulmacz RJ. Thromboxane synthase: structure and function of protein and gene. Prostaglandins Other Lipid Mediat. 2002 Aug;68–69:409–22. 
",12432933
1. Horrobin DF. Fatty acid metabolism in health and disease: the role of delta-6-desaturase. Am J Clin Nutr. 1993 May;57(5 Suppl):732S-736S; discussion 736S-737S. 
,8386433
"1. Kimura T, Nakanishi K, Nakagawa T, Shibukawa A, Matsuzaki K. Simultaneous determination of unbound thyroid hormones in human plasma using high performance frontal analysis with electrochemical detection. J Pharm Biomed Anal. 2005 Jun 15;38(2):204–9. 
",15925209
"1. Bailey SW, Ayling JE. The extremely slow and variable activity of dihydrofolate reductase in human liver and its implications for high folic acid intake. Proc Natl Acad Sci U S A. 2009 Sep 8;106(36):15424–9. 
",19706381
"1. Denis D, Charleson S, Rackham A, Jones TR, Ford-Hutchinson AW, Lord A, et al. Synthesis and biological activities of leukotriene F4 and leukotriene F4 sulfone. Prostaglandins. 1982 Dec;24(6):801–14. 
",6300970
"1. Hasan UA, Caux C, Perrot I, Doffin A-C, Menetrier-Caux C, Trinchieri G, et al. Cell proliferation and survival induced by Toll-like receptors is antagonized by type I IFNs. Proc Natl Acad Sci U S A. 2007 May 8;104(19):8047–52. 
",17463087
"1. Karpe F, Bickerton AS, Hodson L, Fielding BA, Tan GD, Frayn KN. Removal of triacylglycerols from chylomicrons and VLDL by capillary beds: the basis of lipoprotein remnant formation. Biochem Soc Trans. 2007 Jun;35(Pt 3):472–6. 
",17511631
"1. Bianco AC, Kim BW. Deiodinases: implications of the local control of thyroid hormone action. J Clin Invest. 2006 Oct;116(10):2571–9. 
",17016550
"1. Jiang LL, Kurosawa T, Sato M, Suzuki Y, Hashimoto T. Physiological role of D-3-hydroxyacyl-CoA dehydratase/D-3-hydroxyacyl-CoA dehydrogenase bifunctional protein. J Biochem. 1997 Mar;121(3):506–13. 
",9133619
"1. Gladyshev VN, Jeang KT, Wootton JC, Hatfield DL. A new human selenium-containing protein. Purification, characterization, and cDNA sequence. J Biol Chem. 1998 Apr 10;273(15):8910–5. 
",9535873
"1. Lu B, Xu FY, Jiang YJ, Choy PC, Hatch GM, Grunfeld C, et al. Cloning and characterization of a cDNA encoding human cardiolipin synthase (hCLS1). J Lipid Res. 2006 Jun;47(6):1140–5. 
",16547353
"1. Salem N Jr, Pawlosky R, Wegher B, Hibbeln J. In vivo conversion of linoleic acid to arachidonic acid in human adults. Prostaglandins Leukot Essent Fatty Acids. 1999;60(5–6):407–10. 
",10471130
"1. Hoyos B, Ballard DW, Böhnlein E, Siekevitz M, Greene WC. Kappa B-specific DNA binding proteins: role in the regulation of human interleukin-2 gene expression. Science. 1989 Apr 28;244(4903):457–60. 
",2497518
1. Das UN. Folic acid says NO to vascular diseases. Nutrition. 2003;19(7–8):686–92. 
,12831960
"1. Ho T-C, Chen S-L, Yang Y-C, Chen C-Y, Feng F-P, Hsieh J-W, et al. 15-deoxy-Delta(12,14)-prostaglandin J2 induces vascular endothelial cell apoptosis through the sequential activation of MAPKS and p53. J Biol Chem. 2008 Oct 31;283(44):30273–88. 
",18718914
"1. Kraveka JM, Li L, Szulc ZM, Bielawski J, Ogretmen B, Hannun YA, et al. Involvement of dihydroceramide desaturase in cell cycle progression in human neuroblastoma cells. J Biol Chem. 2007 Jun 8;282(23):16718–28. 
",17283068
1. Schöneich C. Methionine oxidation by reactive oxygen species: reaction mechanisms and relevance to Alzheimer’s disease. Biochim Biophys Acta. 2005 Jan 17;1703(2):111–9. 
,15680219
1. Schöneich C. Methionine oxidation by reactive oxygen species: reaction mechanisms and relevance to Alzheimer’s disease. Biochim Biophys Acta. 2005 Jan 17;1703(2):111–9. 
,15680219
"1. Evans P, Halliwell B. Free radicals and hearing. Cause, consequence, and criteria. Ann N Y Acad Sci. 1999 Nov 28;884:19–40. 
",10842581
"1. Bohnenkamp HR, Papazisis KT, Burchell JM, Taylor-Papadimitriou J. Synergism of Toll-like receptor-induced interleukin-12p70 secretion by monocyte-derived dendritic cells is mediated through p38 MAPK and lowers the threshold of T-helper cell type 1 responses. Cell Immunol. 2007 Jun;247(2):72–84. 
",17927969
"1. Helgerud P, Saarem K, Norum KR. Acyl-CoA:cholesterol acyltransferase in human small intestine: its activity and some properties of the enzymic reaction. J Lipid Res. 1981 Feb;22(2):271–7. 
",6113262
"1. Bandarian V, Pattridge KA, Lennon BW, Huddler DP, Matthews RG, Ludwig ML. Domain alternation switches B(12)-dependent methionine synthase to the activation conformation. Nat Struct Biol. 2002 Jan;9(1):53–6. 
",11731805
"1. Hesse-Bähr K, Dreher I, Köhrle J. The influence of the cytokines Il-1beta and INFgamma on the expression of selenoproteins in the human hepatocarcinoma cell line HepG2. Biofactors. 2000;11(1–2):83–5. 
",10705969
"1. Lööf L, Wengle B. Enzymatic sulphation of bile salts in human liver. Biochim Biophys Acta. 1978 Sep 28;530(3):451–60. 
",698243
"1. Denis D, Charleson S, Rackham A, Jones TR, Ford-Hutchinson AW, Lord A, et al. Synthesis and biological activities of leukotriene F4 and leukotriene F4 sulfone. Prostaglandins. 1982 Dec;24(6):801–14. 
",6300970
"1. Denis D, Charleson S, Rackham A, Jones TR, Ford-Hutchinson AW, Lord A, et al. Synthesis and biological activities of leukotriene F4 and leukotriene F4 sulfone. Prostaglandins. 1982 Dec;24(6):801–14. 
",6300970
"1. Sica A, Tan TH, Rice N, Kretzschmar M, Ghosh P, Young HA. The c-rel protooncogene product c-Rel but not NF-kappa B binds to the intronic region of the human interferon-gamma gene at a site related to an interferon-stimulable response element. Proc Natl Acad Sci U S A. 1992 Mar 1;89(5):1740–4. 
",1542667
"1. Whitaker MO, Wyche A, Fitzpatrick F, Sprecher H, Needleman P. Triene prostaglandins: prostaglandin D3 and icosapentaenoic acid as potential antithrombotic substances. Proc Natl Acad Sci U S A. 1979 Nov;76(11):5919–23. 
",230492
"1. Edmondson DE, Newton-Vinson P. The covalent FAD of monoamine oxidase: structural and functional role and mechanism of the flavinylation reaction. Antioxid Redox Signal. 2001 Oct;3(5):789–806. 
",11761328
"1. Gautier G, Humbert M, Deauvieau F, Scuiller M, Hiscott J, Bates EEM, et al. A type I interferon autocrine-paracrine loop is involved in Toll-like receptor-induced interleukin-12p70 secretion by dendritic cells. J Exp Med. 2005 May 2;201(9):1435–46. 
",15851485
"1. Olivier LM, Chambliss KL, Gibson KM, Krisans SK. Characterization of phosphomevalonate kinase: chromosomal localization, regulation, and subcellular targeting. J Lipid Res. 1999 Apr;40(4):672–9. 
",10191291
"1. Rampersaud GC, Kauwell GPA, Bailey LB. Folate: a key to optimizing health and reducing disease risk in the elderly. J Am Coll Nutr. 2003 Feb;22(1):1–8. 
",12569109
"1. Rampersaud GC, Kauwell GPA, Bailey LB. Folate: a key to optimizing health and reducing disease risk in the elderly. J Am Coll Nutr. 2003 Feb;22(1):1–8. 
",12569109
"1. Fowler B. Homocysteine: overview of biochemistry, molecular biology, and role in disease processes. Semin Vasc Med. 2005 May;5(2):77–86. 
",16047261
"1. Pikuleva IA, Puchkaev A, Björkhem I. Putative helix F contributes to regioselectivity of hydroxylation in mitochondrial cytochrome P450 27A1. Biochemistry. 2001 Jun 26;40(25):7621–9. 
",11412116
"1. Franken PA, Van den Berg L, Huang J, Gunyuzlu P, Lugtigheid RB, Verheij HM, et al. Purification and characterization of a mutant human platelet phospholipase A2 expressed in Escherichia coli. Cleavage of a fusion protein with cyanogen bromide. Eur J Biochem. 1992 Jan 15;203(1–2):89–98. 
",1730245
"1. Bütikofer P, Yee MC, Schott MA, Lubin BH, Kuypers FA. Generation of phosphatidic acid during calcium-loading of human erythrocytes. Evidence for a phosphatidylcholine-hydrolyzing phospholipase D. Eur J Biochem. 1993 Apr 1;213(1):367–75. 
",8386626
"1. Miyazaki M, Kanto T, Inoue M, Itose I, Miyatake H, Sakakibara M, et al. Impaired cytokine response in myeloid dendritic cells in chronic hepatitis C virus infection regardless of enhanced expression of Toll-like receptors and retinoic acid inducible gene-I. J Med Virol. 2008 Jun;80(6):980–8. 
",18428149
"1. Packer L, Witt EH, Tritschler HJ. alpha-Lipoic acid as a biological antioxidant. Free Radic Biol Med. 1995 Aug;19(2):227–50. 
",7649494
"1. Singh S, Madzelan P, Banerjee R. Properties of an unusual heme cofactor in PLP-dependent cystathionine beta-synthase. Nat Prod Rep. 2007 Jun;24(3):631–9. 
",17534535
"1. Singh S, Madzelan P, Banerjee R. Properties of an unusual heme cofactor in PLP-dependent cystathionine beta-synthase. Nat Prod Rep. 2007 Jun;24(3):631–9. 
",17534535
"1. Abu-Soud HM, Hazen SL. Nitric oxide is a physiological substrate for mammalian peroxidases. J Biol Chem. 2000 Dec 1;275(48):37524–32. 
",11090610
"1. Abu-Soud HM, Hazen SL. Nitric oxide is a physiological substrate for mammalian peroxidases. J Biol Chem. 2000 Dec 1;275(48):37524–32. 
",11090610
"1. Ogawa H, Gomi T, Fujioka M. Serine hydroxymethyltransferase and threonine aldolase: are they identical? Int J Biochem Cell Biol. 2000 Mar;32(3):289–301. 
",10716626
"1. Adams RLC, Bird RJ. Review article: Coagulation cascade and therapeutics update: relevance to nephrology. Part 1: Overview of coagulation, thrombophilias and history of anticoagulants. Nephrology (Carlton). 2009 Aug;14(5):462–70. 
",19674315
"1. Magni G, Amici A, Emanuelli M, Orsomando G, Raffaelli N, Ruggieri S. Enzymology of NAD+ homeostasis in man. Cell Mol Life Sci. 2004 Jan;61(1):19–34. 
",14704851
"1. Correa-Cerro LS, Porter FD. 3beta-hydroxysterol Delta7-reductase and the Smith-Lemli-Opitz syndrome. Mol Genet Metab. 2005 Feb;84(2):112–26. 
",15670717
"1. Gao Y, Hannan NRF, Wanyonyi S, Konstantopolous N, Pagnon J, Feng HC, et al. Activation of the selenoprotein SEPS1 gene expression by pro-inflammatory cytokines in HepG2 cells. Cytokine. 2006 Mar 7;33(5):246–51. 
",16574427
"1. Gao Y, Hannan NRF, Wanyonyi S, Konstantopolous N, Pagnon J, Feng HC, et al. Activation of the selenoprotein SEPS1 gene expression by pro-inflammatory cytokines in HepG2 cells. Cytokine. 2006 Mar 7;33(5):246–51. 
",16574427
",17508906
",17508906
"1. Deo AK, Bandiera SM. Identification of human hepatic cytochrome p450 enzymes involved in the biotransformation of cholic and chenodeoxycholic acid. Drug Metab Dispos. 2008 Oct;36(10):1983–91. 
",18583509
"1. Ma Y, Hébert JR, Li W, Bertone-Johnson ER, Olendzki B, Pagoto SL, et al. Association between dietary fiber and markers of systemic inflammation in the Women’s Health Initiative Observational Study. Nutrition. 2008 Oct;24(10):941–9. 
",18562168
"1. Bjørke Monsen AL, Ueland PM, Vollset SE, Guttormsen AB, Markestad T, Solheim E, et al. Determinants of cobalamin status in newborns. Pediatrics. 2001 Sep;108(3):624–30. 
",11533328
"1. Janciauskiene S, Wright HT. Inflammation, antichymotrypsin, and lipid metabolism: autogenic etiology of Alzheimer’s disease. Bioessays. 1998 Dec;20(12):1039–46. 
",10048303
"1. Korotkov KV, Novoselov SV, Hatfield DL, Gladyshev VN. Mammalian selenoprotein in which selenocysteine (Sec) incorporation is supported by a new form of Sec insertion sequence element. Mol Cell Biol. 2002 Mar;22(5):1402–11. 
",11839807
"1. Liu C, Wang Q, Guo H, Xia M, Yuan Q, Hu Y, et al. Plasma S-adenosylhomocysteine is a better biomarker of atherosclerosis than homocysteine in apolipoprotein E-deficient mice fed high dietary methionine. J Nutr. 2008 Feb;138(2):311–5. 
",18203897
"1. Jakobsson A, Westerberg R, Jacobsson A. Fatty acid elongases in mammals: their regulation and roles in metabolism. Prog Lipid Res. 2006 May;45(3):237–49. 
",16564093
1. Esmon CT. Does inflammation contribute to thrombotic events? Haemostasis. 2000;30 Suppl 2:34–40. 
,11251339
"1. Lu C, Qiu F, Zhou H, Peng Y, Hao W, Xu J, et al. Identification and characterization of selenoprotein K: an antioxidant in cardiomyocytes. FEBS Lett. 2006 Oct 2;580(22):5189–97. 
",16962588
"1. Lu C, Qiu F, Zhou H, Peng Y, Hao W, Xu J, et al. Identification and characterization of selenoprotein K: an antioxidant in cardiomyocytes. FEBS Lett. 2006 Oct 2;580(22):5189–97. 
",16962588
"1. Agaugué S, Perrin-Cocon L, Coutant F, André P, Lotteau V. 1-Methyl-tryptophan can interfere with TLR signaling in dendritic cells independently of IDO activity. J Immunol. 2006 Aug 15;177(4):2061–71. 
",16887964
"1. Ivanov A, Nash-Barboza S, Hinkis S, Caudill MA. Genetic variants in phosphatidylethanolamine N-methyltransferase and methylenetetrahydrofolate dehydrogenase influence biomarkers of choline metabolism when folate intake is restricted. J Am Diet Assoc. 2009 Feb;109(2):313–8. 
",19167960
"1. Erickson SK, Bösterling B. Cholesterol 7 alpha-hydroxylase from human liver: partial purification and reconstruction into defined phospholipid-cholesterol vesicles. J Lipid Res. 1981 Jul;22(5):872–6. 
",7288293
"1. Niwa Y, Sakane T, Ichikawa M, Kondo T, Taniguchi S. Phospholipid transmethylation and choline phosphotransferase in microsomal fraction of human diseased liver. J Hepatol. 1986;2(3):458–67. 
",3013986
1. Moreno JJ. New aspects of the role of hydroxyeicosatetraenoic acids in cell growth and cancer development. Biochem Pharmacol. 2009 Jan 1;77(1):1–10. 
,18761324
1. Moreno JJ. New aspects of the role of hydroxyeicosatetraenoic acids in cell growth and cancer development. Biochem Pharmacol. 2009 Jan 1;77(1):1–10. 
,18761324
"1. Traupe H, Has C. The Conradi-Hünermann-Happle syndrome is caused by mutations in the gene that encodes a 8- 7 sterol isomerase and is biochemically related to the CHILD syndrome. Eur J Dermatol. 2000 Aug;10(6):425–8. 
",10980461
"1. Schnedl WJ, Liebminger A, Roller RE, Lipp RW, Krejs GJ. Hemoglobin variants and determination of glycated hemoglobin (HbA1c). Diabetes Metab Res Rev. 2001;17(2):94–8. 
",11307174
"1. Schnedl WJ, Liebminger A, Roller RE, Lipp RW, Krejs GJ. Hemoglobin variants and determination of glycated hemoglobin (HbA1c). Diabetes Metab Res Rev. 2001;17(2):94–8. 
",11307174
"1. Bakovic M, Fullerton MD, Michel V. Metabolic and molecular aspects of ethanolamine phospholipid biosynthesis: the role of CTP:phosphoethanolamine cytidylyltransferase (Pcyt2). Biochem Cell Biol. 2007 Jun;85(3):283–300. 
",17612623
"1. Nitahara Y, Aoyama Y, Horiuchi T, Noshiro M, Yoshida Y. Purification and characterization of rat sterol 14-demethylase P450 (CYP51) expressed in Escherichia coli. J Biochem. 1999 Nov;126(5):927–33. 
",10544287
"1. Chen Y, Dennis EA. Expression and characterization of human group V phospholipase A2. Biochim Biophys Acta. 1998 Oct 2;1394(1):57–64. 
",9767110
"1. Tomohiro S, Kawaguti A, Kawabe Y, Kitada S, Kuge O. Purification and characterization of human phosphatidylserine synthases 1 and 2. Biochem J. 2009 Mar 1;418(2):421–9. 
",19014349
"1. Hoey L, McNulty H, Strain JJ. Studies of biomarker responses to intervention with riboflavin: a systematic review. Am J Clin Nutr. 2009 Jun;89(6):1960S-1980S. 
",19403631
"1. Hoey L, McNulty H, Strain JJ. Studies of biomarker responses to intervention with riboflavin: a systematic review. Am J Clin Nutr. 2009 Jun;89(6):1960S-1980S. 
",19403631
"1. Shimojo T, Akino T, Miura Y, Schroepfer GJ Jr. Sphingolipid base metabolism. Stereospecific uptake of proton in the enzymatic conversion of sphinganine 1-phosphate to ethanolamine 1-phosphate. J Biol Chem. 1976 Jul 25;251(14):4448–7. 
",932041
"1. Mamalakis G, Kafatos A, Tornaritis M, Alevizos B. Anxiety and adipose essential fatty acid precursors for prostaglandin E1 and E2. J Am Coll Nutr. 1998 Jun;17(3):239–43. 
",9627909
"1. Zamocky M, Furtmüller PG, Obinger C. Evolution of catalases from bacteria to humans. Antioxid Redox Signal. 2008 Sep;10(9):1527–48. 
",18498226
"1. Morrow JD, Roberts LJ 2nd. The isoprostanes. Current knowledge and directions for future research. Biochem Pharmacol. 1996 Jan 12;51(1):1–9. 
",8534261
"1. Smith WL, Langenbach R. Why there are two cyclooxygenase isozymes. J Clin Invest. 2001 Jun;107(12):1491–5. 
",11413152
1. Weisel JW. Fibrinogen and fibrin. Adv Protein Chem. 2005;70:247–99. 
,15837518
"1. Herbert V. Vitamin B-12: plant sources, requirements, and assay. Am J Clin Nutr. 1988 Sep;48(3 Suppl):852–8. 
",3046314
"1. Heirman I, Ginneberge D, Brigelius-Flohé R, Hendrickx N, Agostinis P, Brouckaert P, et al. Blocking tumor cell eicosanoid synthesis by GP x 4 impedes tumor growth and malignancy. Free Radic Biol Med. 2006 Jan 15;40(2):285–94. 
",16413410
"1. Pedretti A, Bocci E, Maggi R, Vistoli G. Homology modelling of human DHCR24 (seladin-1) and analysis of its binding properties through molecular docking and dynamics simulations. Steroids. 2008 Aug;73(7):708–19. 
",18394665
"1. Yamauchi Y, Reid PC, Sperry JB, Furukawa K, Takeya M, Chang CCY, et al. Plasma membrane rafts complete cholesterol synthesis by participating in retrograde movement of precursor sterols. J Biol Chem. 2007 Nov 30;282(48):34994–5004. 
",17916561
1. Becker BF. Towards the physiological function of uric acid. Free Radic Biol Med. 1993 Jun;14(6):615–31. 
,8325534
"1. Farrants AK, Nilsson A, Pedersen JI. Human hepatoblastoma cells (HepG2) and rat hepatoma cells are defective in important enzyme activities in the oxidation of the C27 steroid side chain in bile acid formation. J Lipid Res. 1993 Dec;34(12):2041–50. 
",8301225
"1. Goriely S, Molle C, Nguyen M, Albarani V, Haddou NO, Lin R, et al. Interferon regulatory factor 3 is involved in Toll-like receptor 4 (TLR4)- and TLR3-induced IL-12p35 gene activation. Blood. 2006 Feb 1;107(3):1078–84. 
",16219795
"1. Proctor PH. Free radicals, uric acid, and human disease. Free Radic Biol Med. 1996;20(5):761–2. 
",8846925
"1. Proctor PH. Free radicals, uric acid, and human disease. Free Radic Biol Med. 1996;20(5):761–2. 
",8846925
"1. Matsukura S, Kokubu F, Kurokawa M, Kawaguchi M, Ieki K, Kuga H, et al. Synthetic double-stranded RNA induces multiple genes related to inflammation through Toll-like receptor 3 depending on NF-kappaB and/or IRF-3 in airway epithelial cells. Clin Exp Allergy. 2006 Aug;36(8):1049–62. 
",16911361
"1. Kwak S-E, Kim J-E, Kim D-W, Kwon O-S, Choi S-Y, Kang T-C. Pyridoxine 5’-phosphate oxidase, not pyridoxal kinase, involves in long-term potentiation induction in the rat dentate gyrus. Hippocampus. 2009 Jan;19(1):45–56. 
",18680158
"1. Schwarz M, Wright AC, Davis DL, Nazer H, Björkhem I, Russell DW. The bile acid synthetic gene 3beta-hydroxy-Delta(5)-C(27)-steroid oxidoreductase is mutated in progressive intrahepatic cholestasis. J Clin Invest. 2000 Nov;106(9):1175–84. 
",11067870
"1. Videla LA, Rodrigo R, Araya J, Poniachik J. Insulin resistance and oxidative stress interdependency in non-alcoholic fatty liver disease. Trends Mol Med. 2006 Dec;12(12):555–8. 
",17049925
"1. Okuma M, Yamashita S, Numa S. Enzymic studies on phosphatidic acid synthesis in human platelets. Blood. 1973 Mar;41(3):379–89. 
",4690137
"1. Schaap D, de Widt J, van der Wal J, Vandekerckhove J, van Damme J, Gussow D, et al. Purification, cDNA-cloning and expression of human diacylglycerol kinase. FEBS Lett. 1990 Nov 26;275(1–2):151–8. 
",2175712
"1. Kalpakcioglu B, Senel K. The interrelation of glutathione reductase, catalase, glutathione peroxidase, superoxide dismutase, and glucose-6-phosphate in the pathogenesis of rheumatoid arthritis. Clin Rheumatol. 2008 Feb;27(2):141–5. 
",17912575
"1. Sakurai T, Yamamoto Y, Baba N, Nakano M. Phospholipase A(2) activity in non-glycated and glycated low density lipoproteins. Biochim Biophys Acta. 1996 May 31;1301(1–2):85–9. 
",8652655
"1. Murakami M, Nakatani Y, Tanioka T, Kudo I. Prostaglandin E synthase. Prostaglandins Other Lipid Mediat. 2002 Aug;68–69:383–99. 
",12432931
"1. Johnson J, Albarani V, Nguyen M, Goldman M, Willems F, Aksoy E. Protein kinase Calpha is involved in interferon regulatory factor 3 activation and type I interferon-beta synthesis. J Biol Chem. 2007 May 18;282(20):15022–32. 
",17296604
"1. Faust JR, Goldstein JL, Brown MS. Squalene synthetase activity in human fibroblasts: regulation via the low density lipoprotein receptor. Proc Natl Acad Sci U S A. 1979 Oct;76(10):5018–22. 
",228272
"1. Bills TK, Smith JB, Silver MJ. Selective release of archidonic acid from the phospholipids of human platelets in response to thrombin. J Clin Invest. 1977 Jul;60(1):1–6. 
",874074
"1. Burk RF, Hill KE, Motley AK. Selenoprotein metabolism and function: evidence for more than one function for selenoprotein P. J Nutr. 2003 May;133(5 Suppl 1):1517S-20S. 
",12730456
